# id	file_path	transparent_color_r	g	b
[TEXTURES]
0	textures\mario.png	68	145	190
1	textures\mario2.png	68	145	190
10	textures\enemies.png	64	144	192
11	textures\enemies-2.png	156	219	239
20	textures\misc.png	176	224	248
30	map\map1\1-1_bank.png	255	255	255
40	textures\HUD.png	0	224	142

#ID	TileWidth	TileHeight	TRTileSet	TCTileSet	TRMap	TCMap	TotalTiles	Matrix_Path
[MAP]
30	16	16	9	11	27	176	91	map\map1\1-1.txt

# id	left	top	right	bottom	texture_id
[SPRITES]
# BIG MARIO 
# idle right
10001	507	93	521	120	1
# idle left
10002	1	93	15	120	0
# walk right
10003	487	93	503	120	1		
10004	469	93	485	119	1
#walk left
10005	19	93	35	120	0
10006	37	93	53	119	0
#jump right
10007	433	93	449	119	1
#jump left
10008	73	93	89	119	0
#run right
10009	412	93	431	120	1
10010	386	93	405	120	1
10011	360	93	379	119	1
#run left
10012	91	93	110	120	0
10013	117	93	136	120	0
10014	143	93	162	119	0
#run jump right
10015	334	93	353	119	1
#run jump left
10016	169	93	188	119	0
#hold idle right
10017	259	93	273	120	1
#hold right	
10018	240	93	255	120	1
10019	221	93	237	119	1
#hold idle left
10020	249	93	263	120	0
#hold left
10021	267	93	282	120	0
10022	285	93	301	119	0
#duck right
10023	453	102	467	120	1
#duck left
10024	55	102	69	120	0
#kick right
10025	195	93	216	120	1
#kick left
10026	306	93	327	120	0
#skid right
10027	311	92	327	120	1
#skid left
10028	195	92	211	120	0

# SMALL MARIO
# idle right
10101	507	17	519	32	1
# idle left
10102	3	17	15	32	0
# walk right
10103	487	16	502	32	1
# walk left
10104	20	16	35	32	0
#jump right
10105	469	16	485	32	1
#jump left
10106	37	16	53	32	0
#skid right
10107	398	16	412	32	1
#skid left
10108	110	16	124	32	0
#run right
10109	451	16	467	32	1
10110	433	16	449	32	1
#run left
10111	55	16	71	32	0
10112	73	16	89	32	0
#run jump right
10113	415	16	431	32	1
#run jump left
10114	91	16	107	32	0
#hold idle right
10115	363	16	377	32	1
#hold idle left
10116	145	16	159	32	0
#hold right
10117	344	16	359	32	1
#hold left
10118	163	16	178	32	0
#kick right
10119	325	16	341	32	1
#kick left
10120	181	16	197	32	0
#slide right
10121	307	16	322	32	1
#slide left
10122	200	16	245	32	0
# die 
10199	307	16	323	32	0

#Raccon MARIO
#idle right
10201	500	350	521	378	1
#idle left
10202	1	350	22	378	0
#walk right
10203	473	350	495	378	1
10204	446	350	469	377	1
#walk left
10205	27	350	49	378	0
10206	53	350	76	377	0
#jump right
10207	394	350	417	377	1
#jump left
10208	105	350	128	377	0
#fall right
10209	368	350	391	377	1
10210	343	350	365	378	1
#fall left
10211	131	350	154	377	0
10212	157	350	179	378	0
#run right
10213	315	350	339	378	1
10214	289	350	313	378	1
10215	263	350	287	377	1
#run left
10216	183	350	207	387	0
10217	209	350	233	387	0
10218	235	350	259	377	0
#fly right
10219	185	350	209	377	1
10220	211	350	235	377	1
10221	237	350	261	378	1
#fly left
10222	313	350	337	377	0
10223	287	350	311	377	0
10224	261	350	285	387	0
#duck right
10225	421	360	443	378	1
#duck left
10226	79	360	101	378	0
#slide right
10227	401	384	417	411	1
#slide left
10228	105	384	121	411	0
#skid right
10229	167	348	183	378	1
#skid left 
10230	339	348	355	378	0
#hold idle right
10231	500	384	521	412	1
#hold walk right
10232	473	384	495	412	1
10233	446	384	469	411	1
#hold idle left
10234	1	384	22	412	0
#hold walk left
10235	27	384	49	412	0
10236	53	384	76	411	0
#turn right
10237	124	350	147	378	1
#turn back
10238	105	350	121	378	1
#turn left
10239	375	350	398	378	0
#turn forward 
10240	357	350	373	378	0
#kick right
10241	419	384	441	412	1
#kick left
10242	81	384	103	412	0


#-FIRE MARIO-
#idle right
10301	507	265	521	292	1
#idle left
10302	1	265	15	292	0
#walk right
10303	487	265	503	292	1
10304	469	265	485	291	1
#walk left
10395	19	265	35	292	0
10306	37	265	53	291	0
#duck right
10307	453	274	467	292	1
#duck left
10308	55	274	69	292	0
#jump right
10309	433	265	449	291	1
#jump left
10310	73	265	89	291	0
#run right
10311	412	265	431	292	1
10312	386	265	405	292	1
10313	360	265	379	291	1
#run left
10314	91	265	110	292	0
10315	117	265	136	292	0
10316	143	265	162	291	0
#run jump right
10317	334	265	353	291	1
#run jump left
10318	169	265	188	291	0
#throw right
10319	299	299	313	326	1
10320	281	299	295	326	1
#throw left
10321	209	299	223	326	0
10322	227	299	241	326	0
#skid right
10323	311	264	327	292	1
#skid left
10324	195	264	211	292	0
#hold right
10325	259	265	273	292	1
10326	240	265	255	292	1
10327	221	265	237	291	1
#hold left
10328	249	265	263	292	0
10329	267	265	282	292	0
10330	285	265	301	291	0
#kick right
10331	195	265	216	292	1
#kick left
10332	306	265	327	292	0
#slide right
10333	177	265	193	291	1
#slide left
10334	329	265	345	291	0


#BRICK
#wooden brick
20000	96	48	112	64	30
#brick with question mark animation
20001	300	117	316	133	20
20002	318	117	334	133	20
20003	336	117	352	133	20
20004	354	117	370	133	20
20005	372	117	388	133	20
#ground brick
20011	112	112	128	128	30
20012	128	112	144	128	30
20013	144	112	160	128	30
#BLOCK
#pink
40001	160	0	176	16	30
40002	0	16	16	32	30
40003	16	16	32	32	30
#blue
40011	16	64	32	80	30
40012	32	64	48	80	30
40013	48	64	64	80	30
#white
40021	48	48	64	64	30
40022	64	48	80	64	30
40023	80	48	96	64	30
#green
40031	96	32	112	48	30
40032	112	32	128	48	30
40033	128	32	144	48	30
# PIPE
50001	96	0	112	16	30
50002	112	0	128	16	30
50003	128	0	144	16	30
50004	144	0	160	16	30
# CLOUD
60001	160	16	176	32	30

# --REWARD--
#COIN
70001	303	99	313	115	20
70002	321	99	331	115	20	
70003	337	99	347	115	20
#LEAF
70011	300	208	316	222	20
#--Bullet
#fly right
11001	269	306	277	314	1
11002	259	305	267	314	1
11003	249	306	257	314	1
11004	239	306	247	315	1
#fly left
11005	245	306	253	314	0
11006	255	305	263	314	0
11007	265	306	273	314	0
11008	275	306	283	315	0
#explode right
11009	415	1	431	17	0
11010	435	3	447	15	0
11011	453	3	465	15	0
11012	471	4	483	14	0
#explode left
11013	415	19	431	35	0
11014	435	21	447	33	0
11015	453	21	465	33	0
11016	471	22	483	32	0

#WING
#right
35001	136	2	144	15	10
35002	144	7	152	16	10
#left 
35003	296	2	304	15	10
35004	288	7	296	16	10


#GOOMBA
#normal goomba 
#walk
30001	0	0	16	16	10
30002	16	0	32	16	10
#die y
30003	32	7	48	16	10
#die x
30004	256	0	272	16	10

#red goomba
#walk
30101	88	0	104	16	10
30102	104	0	120	16	10
#die y
30103	120	7	136	16	10
#die x
30104	272	0	288	16	10

#KOOPA
#koopa small red
#walk left
#walk right
#tortoiseshell
#idle
100001	293	63	309	79	11

#PLANT
#red 4leaf
#45 degrees
80001	336	208	352	240	10
80002	320	208	336	240	10
#-45 degrees
80003	304	208	320	240	10
80004	288	208	304	240	10
#135 degrees
80005	128	144	144	176	10
80006	144	144	160	176	10
#-135 degrees
80007	160	144	176	176	10
80008	176	144	192	176	10

#green 4leaf
#45 degrees
80101	112	208	352	240	10
80102	320	208	336	240	10
#-45 degrees
80103	304	208	320	240	10
80104	288	208	304	240	10
#135 degrees
80105	128	144	144	176	10
80106	144	144	160	176	10
#-135 degrees
80107	160	144	176	176	10
80108	176	144	192	176	10



#HUD
#main Board 
999001	12	128	164	156	40
#card
#empty card
999002	160	159	184	187	40
#mushroom card
999003	184	159	208	187	40
#flower card 
999004	208	159	232	187	40
#star card
999005	232	159	156	187	40
#imminent
#normal imminent
#last imminent
#font
#points


# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]

# ==== MARIO =========
#Big mario
#idle right
10001	10001	100
#idle left
10002	10002	100
#walk right
10003	10003	100	10004	100	10001	100
#walk left 
10004	10005	100	10006	100	10002	100
#jump right 
10005	10007	100
#jump left 
10006	10008	100
#run right
10007	10009	10	10010	10	10011	10
#run left
10008	10012	100	10013	100	10014	100
#run jump right
10009	10015	100
#run jump left
10010	10016	100
#hold idle right
10011	10017	100
#hold right	
10012	10018	100	10019	100	10017	100
#hold jump right
10013	10019	100
#hold idle left
10014	10020	100
#hold left
10015	10021	100	10022	100	10020	100
#hold jump left
10016	10022	100
#duck right
10017	10023	100
#duck left
10018	10024	100
#kick right
10019	10025	100
#kick left
10020	10026	100
#skid right
10021	10027	100
#skid left
10022	10028	100

#small mario 
#idle  right
10101	10101	100
#idle left
10102	10102	100
#walk right 
10103	10103	100	10101	100
#walk left 
10104	10104	100	10102	100
#jump right 
10105	10105	100
#jump left 
10106	10106	100
#skid right
10107	10107	100
#skid left
10108	10108	100
#run right
10109	10109	100	10110	100
#run left
10110	10111	100	10112	100
#run jump right
10111	10113	100
#run jump left
10112	10114	100
#hold idle right
10113	10115	100
#hold idle left
10114	10116	100
#hold right
10115	10117	100	10115	100
#hold left
10116	10118	100	10116	100
#hold jump right
10117	10117	100
#hold jump left 
10118	10118	100
#kick right
10119	10119	100
#kick left
10120	10120	100
#slide right
10121	10121	100
#slide left
10122	10122	100
#die
10199	10199	100

#Raccoon MARIO
#idle right
10201	10201	100
#idle left
10202	10202	100
#walk right
10203	10203	100	10204	100	10201	100
#walk left
10204	10205	100	10206	100	10202	100
#jump right
10205	10207	100
#jump left
10206	10208	100
#fall right
10207	10209	100
#fall left 
10208	10211	100
#wag right
10209	10209	70	10204	70	10210	70
#wag left
10210	10211	70	10206	70	10212	70
#run right
10211	10213	100	10214	100	10215	100
#run left
10212	10216	100	10217	100	10218	100
#fly right
10213	10219	100	10220	100	10221	100
#fly left
10214	10222	100	10223	100	10224	100
#duck right
10215	10225	100
#duck left
10216	10226	100
#slide right
10217	10227	100
#slide left
10218	10228	100
#skid right
10219	10229	100
#skid left 
10220	10230	100
#hold right
10221	10231	100	10232	100	10233	100
#hold left
10222	10234	100	10235	100	10236	100
#hold idle right
10223	10231	100
#hold idle left
10224	10234	100
#hold jump right
10225	10233	100
#hold jump left
10226	10236	100
#kick right
10227	10241	100
#kick left
10228	10242	100
#spin right
10229	10237	100	10240	100	10239	100	10238	100	10237	100
#spin left
10230	10239	100	10240	100	10237	100	10238	100	10239	100
#tail swing 1 right
10231	10240	50	10239	50	10238	50	10237	50
#tail swing 1 left
10232	10240	50	10237	50	10238	50	10239	50
#tail swing 2 right
10233	10240	50	10206	50	10238	50	10204	50
#tail swing 2 left
10234	10240	50	10204	50	10238	50	10206	50

#FIRE MARIO
#idle right
10301	10301	100
#idle left
10302	10302	100
#walk right
10303	10303	100	10304	100	10301	100
#walk left
10304	10395	100	10306	100	10302	100
#duck right
10305	10307	100
#duck left
10306	10308	100
#jump right
10307	10309	100
#jump left
10308	10310	100
#run right
10309	10311	100	10312	100	10313	100
#run left
10310	10314	100	10315	100	10316	100
#run jump right
10311	10317	100
#run jump left
10312	10318	100
#throw right
10313	10319	100	10320	100
#throw left
10314	10321	100	10322	100
#skid right
10315	10323	100
#skid left
10316	10324	100
#hold idle right
10317	10325	100
#hold idle left
10318	10328	100
#hold jump right
10319	10327	100
#hold jump left
10320	10330	100
#hold right
10321	10325	100	10326	100	10327	100
#hold left
10322	10328	100	10329	100	10330	100
#kick right
10323	10331	100
#kick left
10324	10332	100
#slide right
10325	10333	100
#slide left
10326	10334	100




# ==== WOODEN BRICK =========
601	20000	100

# ==== QUESTION MARK BRICK =========
#
611	20001	1000	20001	100	20002	100	20003	100	20004	100
612	20005	100

# ==== GROUND BRICK =========
621	20011	100
622	20012	100
623	20013	100

# ==== GOOMBA  =========
#normal goomba
# walk
701	30001	100	30002	100
# die y
702	30003	100
#die x
703	30004	100
#red goomba
#walk 
711	30101	100	30102	100
#die y
712	30103	100
#die x
713	30104	100
# ==== KOOPA  =========
#--Type small red
#level turtoiseshell
100001	100001	100

# ==== BLOCK=========
#pink
801	40001	100
802	40002	100
803	40003	100
#blue
811	40011	100
812	40012	100
813	40013	100
#white
821	40021	100
822	40022	100
823	40023	100
#green
831	40031	100
832	40032	100
833	40033	100

# ==== PIPE=========
901	50001	100
902	50002	100
903	50003	100
904	50004	100
# ==== CLOUD =========
1001	60001	100

#Reward
# ==== COIN =========
1101	70001	150	70002	150	70003	150
# ==== LEAF =========
1111	70011	100

#==Bullet==
#fly right
11001	11001	50	11002	50	11003	50	11004	50
#fly left
11002	11005	50	11006	50	11007	50	11008	50
#explode right
11003	11009	30	11010	30	11011	30	11012	30
#explode left
11004	11013	30	11014	30	11015	30	11016	30

# == WING ==
#fly right
35001	35001	200	35002	200
#fly left
35002	35003	200	35004	200
#idle right
35003	35002	100
#idle left
35004	35004	100

# == PLANT ==
#red 4leaf
#45 degrees
80001	80001	100	80002	100
80002	80001	100
#315 degrees
80003	80003	100	80004	100
80004	80003	100
#135 degrees
80005	80005	100	80006	100
80006	80005	100
#225 degrees
80007	80007	100	80008	100
80008	80007	100

#green 4leaf
#45 degrees
80101	80101	100	80102	100
80102	80101	100
#-45 degrees
80103	80103	100	80104	100
80104	80103	100
#135 degrees
80105	80105	100	80106	100
80106	80105	100
#-135 degrees
80107	80107	100	80108	100
80108	80107	100

#-----------------------------------------------------------------------------------------------------------------------
#---------------------------------------------------------------------------------------------------------
# id	ani1	ani2	ani3
#
[ANIMATION_SETS]
# MARIO
#	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104
1	10001	10002	10003	10004	10005	10006	10007	10008	10009	10010	10011	10012	10013	10014	10015	10016	10017	10018	10019	10020	10021	10022	10101	10102	10103	10104	10105	10106	10107	10108	10109	10110	10111	10112	10113	10114	10115	10116	10117	10118	10119	10120	10121	10122	10199	10201	10202	10203	10204	10205	10206	10207	10208	10209	10210	10211	10212	10213	10214	10215	10216	10217	10218	10219	10220	10221	10222	10223	10224	10225	10226	10227	10228	10229	10230	10231	10232	10233	10234	10301	10302	10303	10304	10305	10306	10307	10308	10309	10310	10311	10312	10313	10314	10315	10316	10317	10318	10319	10320	10321	10322	10323	10324	10325	10326

# WOODEN BRICK 
40	601
# QUESTION MARK BRICK 
4720	611	612
# GROUND BRICK
85	621
86	622
87	623
#BLOCK
#pink
11	801
12	802
13	803
#blue
46	811
47	812
48	813
#white
37	821
38	822
39	823
#pink
29	831
30	832
31	833

#PIPE
7	901
8	902
9	903
10	904

#CLOUD
22	1001

#--REWARD--
#COIN
1000	1101
#LEAF
2000	1111


# GOOMBA
#	0	1	2	3	4	5
3	701	702	703	711	712	713
# KOOPA
5001	100001

# BULLET
11000	11001	11002	11003	11004
# WING
35000	35001	35002	35003	35004

# PLANT_4LEAF
#	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16
80000	80001	80002	80003	80004	80005	80006	80007	80008	80101	80102	80103	80104	80105	80106	80107	80108


#-------------------------------------------------------------------------------------------------------------------
#-----------------------------------------------------------------------------------------------------------------
[OBJECTS]
# type	x	y	ani_set_id	detail_type	extra_settings per object type
# type: 0 = Mario , 1 = Brick, 2 = Goomba, 3 = Koopa 50 = Portal, 5 = Coin, 6 = PLANT_4LEAF


# -- BRICK--
#Type	x	y	ani	TypeBrick	typeReward
#typeReward	0 = null, 1 = coin, 2 = SuperLeaf
# WOODEN BRICK
1	2256	304	40	0	0
1	2256	304	40	0	0
1	2272	304	40	0	0
1	1504	336	40	0	0
1	1520	336	40	0	0
1	1600	368	40	0	0
1	1664	368	40	0	0
1	2256	368	40	0	0
1	2272	368	40	0	0
1	1584	384	40	0	0
1	1600	384	40	0	0
1	1664	384	40	0	0
1	1680	384	40	0	0
1	1568	400	40	0	0
1	1584	400	40	0	0
1	1600	400	40	0	0
1	1664	400	40	0	0
1	1680	400	40	0	0
1	1696	400	40	0	0

# ---- question brick ----
1	224	304	4720	3	1
1	240	304	4720	3	2
1	416	320	4720	3	1
1	176	352	4720	3	1
1	192	352	4720	3	1
1	704	352	4720	3	1
1	1472	368	4720	3	2
1	656	384	4720	3	2

# ---- ground brick ----
1	624	400	85	0	0
1	640	400	86	0	0
1	656	400	86	0	0
1	672	400	86	0	0
1	688	400	86	0	0
1	704	400	86	0	0
1	720	400	86	0	0
1	736	400	86	0	0
1	752	400	86	0	0
1	768	400	86	0	0
1	784	400	86	0	0
1	800	400	86	0	0
1	816	400	86	0	0
1	832	400	86	0	0
1	848	400	86	0	0
1	864	400	86	0	0
1	880	400	86	0	0
1	896	400	86	0	0
1	912	400	86	0	0
1	928	400	86	0	0
1	944	400	86	0	0
1	960	400	86	0	0
1	976	400	86	0	0
1	992	400	86	0	0
1	1008	400	86	0	0
1	1024	400	86	0	0
1	1040	400	86	0	0
1	1056	400	86	0	0
1	1072	400	87	0	0
1	0	416	85	0	0
1	16	416	86	0	0
1	32	416	86	0	0
1	48	416	86	0	0
1	64	416	86	0	0
1	80	416	86	0	0
1	96	416	86	0	0
1	112	416	86	0	0
1	128	416	86	0	0
1	144	416	86	0	0
1	160	416	86	0	0
1	176	416	86	0	0
1	192	416	86	0	0
1	208	416	86	0	0
1	224	416	86	0	0
1	240	416	86	0	0
1	256	416	86	0	0
1	272	416	86	0	0
1	288	416	86	0	0
1	304	416	86	0	0
1	320	416	86	0	0
1	336	416	86	0	0
#1	352	416	86	0	0
1	368	416	86	0	0
1	384	416	86	0	0
1	400	416	86	0	0
1	416	416	86	0	0
1	432	416	86	0	0
1	448	416	86	0	0
1	464	416	86	0	0
1	480	416	86	0	0
1	496	416	86	0	0
1	512	416	86	0	0
1	528	416	86	0	0
1	544	416	86	0	0
1	560	416	86	0	0
1	576	416	86	0	0
1	592	416	86	0	0
1	608	416	87	0	0
1	1152	416	85	0	0
1	1168	416	86	0	0
1	1184	416	86	0	0
1	1200	416	86	0	0
1	1216	416	86	0	0
1	1232	416	86	0	0
1	1248	416	86	0	0
1	1264	416	86	0	0
1	1280	416	86	0	0
1	1296	416	86	0	0
1	1312	416	86	0	0
1	1328	416	86	0	0
1	1344	416	86	0	0
1	1360	416	86	0	0
1	1376	416	86	0	0
1	1392	416	86	0	0
1	1408	416	86	0	0
1	1424	416	86	0	0
1	1440	416	86	0	0
1	1456	416	86	0	0
1	1472	416	86	0	0
1	1488	416	87	0	0
1	1536	416	85	0	0
1	1552	416	86	0	0
1	1568	416	86	0	0
1	1584	416	86	0	0
1	1600	416	87	0	0
1	1664	416	85	0	0
1	1680	416	86	0	0
1	1696	416	86	0	0
1	1712	416	86	0	0
1	1728	416	86	0	0
1	1744	416	86	0	0
1	1760	416	86	0	0
1	1776	416	86	0	0
1	1792	416	86	0	0
1	1808	416	86	0	0
1	1824	416	86	0	0
1	1840	416	86	0	0
1	1856	416	86	0	0
1	1872	416	86	0	0
1	1888	416	86	0	0
1	1904	416	86	0	0
1	1920	416	86	0	0
1	1936	416	86	0	0
1	1952	416	86	0	0
1	1968	416	86	0	0
1	1984	416	86	0	0
1	2000	416	86	0	0
1	2016	416	86	0	0
1	2032	416	86	0	0
1	2048	416	86	0	0
